Index,Category,Condition,Paragraphe,Adapt_Poso,Anticholinergiques selon l'ANSM,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul
Aspirine faible dose [KARDEGIC / RESITUNE / ASPIRINE PROTECT],Contrôle des intéractions médicamenteuses :,"Co-prescription inhibiteur de la recapture à la sérotonine (ISRS, IRSNa, antidépresseurs tricycliques, tramadol, lithium) :",Prendre en compte la majoration du risque hémorragique avec les inhibiteurs de recapture à la sérotonine tel que [Indiqué le médicament concerné].,(À TRAITER),0,0,0,0,0,0,0,0,0,,
Aspirine faible dose + Clopidogrel [DUOPLAVIN],Contrôle des indications :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Aspirine faible dose + Clopidogrel [DUOPLAVIN],Contrôle des indications :,Après plus de 12 mois le SCA et/ou la pose d’un stent :,Revoir la balance bénéfice-risque du maintien d’une bithérapie antiagrégant plaquettaire [X mois/années] après [le SCA et/ou la pose d’un stent].,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Atenolol [TENORMINE],,(À TRAITER),(À TRAITER),(À TRAITER),0,1,1,0,0,0,0,0,1,0,0
Atorvastatine [TAHOR],Contrôle des indications :,Prévention primaire (dyslipidémie) chez les plus de 80 ans :,"Absence de preuve formelle de l’efficacité des statines sur la réduction de la mortalité toutes causes chez les sujets âgés de plus de  80 ans à faible risque cardiovasculaire en prévention primaire. Effets indésirables musculo‐squelettiques (myalgies, myopathies, rhabdomyolyse), risque de diabète et d’atteintes hépatiques. Privilégier l’abstention thérapeutique.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Atorvastatine [TAHOR],Contrôle des indications :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Atorvastatine [TAHOR],Contrôle des intéractions médicamenteuses :,En association avec Diltiazem ou Vérapamil :,"Attention, risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse et dénutrition, par diminution du métabolisme hépatique de l'hypocholestérolémiant par le [Diltiazem/Vérapamil] (inhibition du CYP 3A4). Revoir la balance bénéfice risque chez le patient MUPA d’un traitement par statine, privilégier une autre statine non concernée par ce type d’interaction (ex : Rosuvastatine).",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Atrovent [Ipratropium],Contrôle des indications :,"Posologie : « dès les premiers symptômes, inhaler 1 à 2 bouffées à renouveler quelques minutes plus tard si besoin » :","Traitement symptomatique de la crise d’asthme ou des exarcerbations au cours de la maladie asthmatique ou de la BPCO, en complément d'un bêta-2 mimétique d'action rapide et de courte durée par voie inhalée. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Atrovent [Ipratropium],Contrôle des indications :,Posologie : « 1 à 2 bouffées 2 à 4 fois par jour réparties régulièrement dans la journée. » :,Traitement symptomatique continu du bronchospasme réversible au cours de la bronchopneumopathie chronique obstructive. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Azathioprine [IMUREL],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,1,0,0,0,0,0,0,0,0
Baclofene [BACLOCUR],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,2,0,1,0,0,0,0,1,0
Baclofene [LIORESAL],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,2,0,1,0,0,0,0,1,0
Beclométhasone [RINOCLENIL],,Par défaut :,"Prise en charges des rhinites allergiques perannuelles ou saisonnières, ou des rhinites inflammatoires chroniques à éosinophiles. À poursuivre si besoin.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Betahistine [LECTIL],,Par défaut :,Traitement symptomatique du vertige itératif avec ou sans signe cochléaire. A reprendre si besoin.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Betamethasone [DIPROSONE],,Par défaut :,Corticothérapie locale dans le traitement des dermatites. A reprendre si besoin.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Bezafibrate [BEFIZAL],Contrôle des indications :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose en cas d’intolérance ou de contre-indication aux statines. Reconfirmer ce cas d’intolérance ou de contre-indication. En effet, à l’exception du Gemfibrozil, aucun fibrate n’a démontré une réduction de la morbimortalité dans la prévention secondaire des cardiopathies ischémiques.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Bezafibrate [BEFIZAL],Contrôle des indications :,Antécédent d’hypertriglycéridémie :,Prise en charge de l’hypertriglycéridémie. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Bezafibrate [BEFIZAL],Contrôle des intéractions médicamenteuses :,Co-prescription Statine :,"Attention, la co-prescription d’une statine et d’un fibrate est au minimum À DECONSEILLER (Thésaurus de l’ANSM, 2020), et ce d’autant plus chez le patient MUPA, à cause du risque d'addition d'effets indésirables (dose-dépendants) à type de rhabdomyolyse et de dénutrition. En cas de prévention secondaire du risque cardiovasculaire, privilégier uniquement la statine, sinon uniquement le fibrate.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Bilastine [BILASKA],,Antécédent de rhinite allergiue ou d'urticaire :,Prise en charge de la rhinite allergique ou de l’urticaire. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Bimatoprost [LUMIGAN],,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Biperidène [AKINETON],Contrôle des indications :,Antécédent de maladie de Parkinson :,"Prise en charge de la maladie de Parkinson. Les anticholinergiques antiparkinsoniens sont moins utilisés dans le traitement de la maladie de Parkinson en raison d’un rapport bénéfice/risque faible : effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). Privilégier le traitement de 1ère intention chez le sujet de plus de 65 ans : La L-DOPA.",(À TRAITER),1,3,3,0,0,1,0,0,0,0,0
Biperidène [AKINETON],Contrôle des indications :,Co-prescription neuroleptique :,"Anticholinergique antiparkinsonien indiqué dans le syndrome pseudo-parkinsonien induit par les neuroleptiques. Médicament pourvoyeur d’effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine. À éviter chez la personne âgée.",(À TRAITER),1,3,3,0,0,1,0,0,0,0,0
Biperidène [AKINETON],Contrôle des contre-indications et précautions d'emploi :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser un arrêt de la bipéridène en privilégiant, en cas de syndrome pseudo-parkinsonien, un neuroleptique atypique à posologie minimale efficace. Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine.",(À TRAITER),1,3,3,0,0,1,0,0,0,0,0
Biperidène [AKINETON],Contrôle des contre-indications et précautions d'emploi :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser un arrêt de la bipéridène en privilégiant, en cas de syndrome pseudo-parkinsonien, un neuroleptique atypique à posologie minimale efficace. Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine.",(À TRAITER),1,3,3,0,0,1,0,0,0,0,0
Biperidène [AKINETON],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour globe vésical,"Médicament anticholinergique contre-indiqué chez ce patient. Préconiser l’arrêt de la bipéridène. Préconiser un arrêt de la bipéridène en privilégiant, en cas de syndrome pseudo-parkinsonien, un neuroleptique atypique à posologie minimale efficace. Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine.",(À TRAITER),1,3,3,0,0,1,0,0,0,0,0
Biperidène [AKINETON],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une une addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.",(À TRAITER),1,3,3,0,0,1,0,0,0,0,0
Biperidène [AKINETON],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique du bipéridene. À réévaluer.,(À TRAITER),1,3,3,0,0,1,0,0,0,0,0
Bisoprolol [CARDENSIEL],Contrôle des indications :,Antécédent d’HTA (posologie = 5 ou 10 mg/j) :,Prise en charge de l’HTA. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Bisoprolol [CARDENSIEL],Contrôle des indications :,Antécédent d'angor (5 ou 10 mg/j) :,Prise en charge de l'angor. A poursuivre.,(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Bisoprolol [CARDENSIEL],Contrôle des indications :,Posologie < 5 mg/j et AUCUN antécédent d'insuffisance cardiaque ou de SCA : ,La posologie inférieur à 5 mg/jour est indiqué dans l'insuffisance cardiaque ou le post infarctus du myocarde. Pas d'antécédent dans le dossier médical. À revoir l'indication.,(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Bisoprolol [CARDENSIEL],Contrôle des indications :,Antécédent d’infarctus du myocarde :,Traitement médicamenteux post-infarctus (Protocole BASIC) quelle que soit la pression artérielle et la fonction ventriculaire gauche. À poursuivre.,(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Bisoprolol [CARDENSIEL],Contrôle des indications :,Antécédent d’insuffisance cardiaque + stratégie thérapeutique complète :,Prise en charge de l’insuffisance cardiaque [Si possible indiqué le % de FEVG ou la classe NYHA)]. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Bisoprolol [CARDENSIEL],Contrôle des indications :,Antécédent d’insuffisance cardiaque + stratégie thérapeutique incomplète :,"Prise en charge de l’insuffisance cardiaque [Si possible indiqué le % de FEVG ou la classe NYHA)]. Attention, stratégie thérapeutique incomplète. Pour réduire le risque d’hospitalisation et de décès, préconiser l’instauration d’un IEC (ARA II si DFG < 30ml/min), d’un antagoniste aux minéralocorticoïdes (Spironolactone ou Eplérenone) et d’un inhibiteur de SGLT2 (Dapagliflozine ou Empagliflozine) [ECS Heart failures Guidelines 2021].",(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Bisoprolol [CARDENSIEL],Contrôle des contre-indications et précautions d'emploi :,Antécédent d’asthme ou de BPCO sévère :,"Attention médicament contre-indiqué en cas d’asthme ou de BPCO sévère. En cas de contre-indication aux béta-bloquants, le Vérapamil est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Bisoprolol [CARDENSIEL],Contrôle des intéractions médicamenteuses :,Co-prescription antihypertenseur centraux (rilmenidine/moxonidine/clonidine/methyldopa) et antécédant d'insuffisance cardiaque :,"Attention ! Interaction faisant l’objet d’une ASSOCIATION DECONSEILLE [Thésaurus de l’ANSM, oct 2020] pour cause de diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux, préjudiciable en cas d’insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur.",(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Brinzolamide [AZOPT],Contrôle des indications :,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Brinzolamide [AZOPT],Contrôle des posologies :,Si DFG < 30 ml/min :,Attention ! Médicament contre-indiqué chez le patient insuffisant rénale sévère. Privilégier un traitement par inhibiteur de prostaglanidine (ex : Monoprost).,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Bromazepam [LEXOMIL],Contrôle des indications :,Prise uniquement au coucher :,"Benzodiazépine à demi-vie longue. Prise en charge de l’insomnie. Médicament à l’origine de troubles confusionnels et de chutes. Préconiser un arrêt progressif en privilégiant, à l'avenir, des benzodiazépines à demi-vie courte (ex : OXAZEPAM) à posologie minimale efficace.  Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Bromazepam [LEXOMIL],Contrôle des indications :,Prises réparties dans la journée SANS antécédent de troubles cognitifs :,"Benzodiazépine à demi-vie longue. Prise en charge des manifestations anxieuses sévères et/ou invalidantes. Médicament à l’origine de troubles confusionnels et de chute. Préconiser un arrêt progressif en privilégiant des BZD à demi-vie courte (ex : OXAZEPAM) à posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique. ",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Bromazepam [LEXOMIL],Contrôle des indications :,Antécédent de sevrage alcoolique :,Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. Privilégier des benzodiazépines à demi-vie courte chez la personne âgée (ex : Alprazolam).,(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
